title,description,creator,date,subjects,source,orig-id,rights,type,format,object-id
Religious Frauds Find Profit in Americans,"Clipping reports exploits to make money or acquire followers in American and world history, including patent medicine, starting a religion and the teachings of Joseph Smith and Hitler.",,1939-10-23,Psychiana Criticism; Hitler; Mormonism,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_clip021,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,666
Psychiana Supports Tom Dewey; Dr. Robinson Backs Dewey,"Page 1 clippings quote Frank B. Robison as providing his 750,000 followers to support New York district attorney and Republican presidential aspirant Thomas E. Dewey; Page 2 photograph of Robinson and Dewey.",,1940-02-29,New York; Robinson and Politics; Thomas E. Dewey,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_clip027,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,667
He Talked With God,Clipping tells of the history and wealth of Frank B. Robinson and asks question about the teachings and shortcomings of Psychiana and other contemporary religions and religious founders.,,1940-04-19,Psychiana Criticism; Robinson's Wealth; Robinson's Life,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_clip028,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,668
I Talked With God advertisement clipping,"Advertisement printed in newspapers claiming Frank B. Robinson talked with God and can offer followers the God-Power if they inquire via mail to Psychiana headquarters in Moscow, Idaho.",,1940,"Advertising; God-Power; Moscow, Idaho","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_clip029,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,669
Frankly Speaking,Clippings report a series of meetings between Frank B. Robinson and Dean Ernest Holmes in Los Angeles and includes a first-hand account of someone who attended these meetings.,"Dones, Sidney P.",1941-09-25,Los Angeles; Ernest Holmes,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_clip030,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,670
A Modern Simon Talks With God,"Clipping criticizes the nature of Psychiana conducted entirely by mail as well and the wealth of Frank B. Robinson, comparing him to a modern-day Simon in the book of Acts who used sorcery to amaze the people of Samaria.","Wallace, Cled E.",1941-12-01,Psychiana Criticism; Mail Order Religion; Finances,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_clip031,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,671
Idaho Boy Enlists in Naval Reserves; Prediction,"Portrait of Frank B. Robinson and clippings recount Robinson's predictions about World War II and reports that Alfred Bruce Robinson, Frank B. Robinson's son, enlisted in the United States naval reserve.",,1942,Alfred B. Robinson; World War,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_clip032,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,672
"Fair Enough, November 10, 1942",Clipping of an opinion piece expressing that Psychiana is nonsense and comparing it to other religions founded in recent years including Mormonism and G.W. Ballard's 'I Am' Activity.,"Pegler, Westbrook",1942-11-10,Psychiana Criticism; G.W. Ballard; Mormonism,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_clip033,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,673
"Ex-Toronto, Ex Cleric Founds New Religion","Clippings offer a holistic of view of Psychiana from the history of Frank B. Robinson himself, his doctrine, the growth of Psychiana, and controversies including FBI investigations over the course of its life.","McAree, J. V.",1943-01-01,Robinson's Life; Psychiana Teachings; FBI Investigation,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_clip034,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,674
Camera Proves Annual Stag Party at Hotel Boise Turns Out to Be 'Ducky' Affair,Clipping includes photographs of a dinner party at Hotel Boise thrown by big game hunters; Frank B. Robinson pictured with Idaho Governor Charles C. Gosseett and State COP Chairman Verne Thorpe.,,1945-01-21,Dinner Party; Robinson and Politics,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_clip035,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,675
"Fair Enough, November 14, 1939","Clipping reports advertisement for Psychiana that appeared in Los Angeles newspapers during election day. Also discusses the absurd wealth and teachings of those affiliated with religions like Psychiana and the 'I Am' Activity founded by Frank B. Robinson and G.W. Ballard, respectively.",,1939-11-14,Psychiana Criticism; Los Angeles; G.W. Ballard,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_clip022,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,676
Frank B. Robinson and his Duesenberg convertible coupe,Photograph of Frank B. Robinson Posing with his Duesenberg Convertible Coupe in front of his home.,,1935,Duesenberg Convertible Coupe; Robinson's Home,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_B6_Frank_Robinson_Negatives_001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Image;StillImage,image/jpg,677
Frank B. Robinson and pipe organ,Photograph of Frank B. Robinson playing his pipe organ.,,1935,Pipe Organ,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_B6_Frank_Robinson_Negatives_003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Image;StillImage,image/jpg,678
Frank B. Robinson with document,Photograph of Frank B. Robinson holding a document.,,1935,Portraits,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_B6_Frank_Robinson_Negatives_007,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Image;StillImage,image/jpg,679
Frank B. Robinson portrait,Photograph of Frank B. Robinson in suit and tie.,,1935,Portraits,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_B6_Frank_Robinson_Negatives_008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Image;StillImage,image/jpg,680
I Talked With God Advertisement,"Photograph of Psychiana Advertisement pinned to a board, reads 'I TALKED WITH GOD...'",,1935,Advertising,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_B6_Frank_Robinson_Negatives_009,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Image;StillImage,image/jpg,681
Frank B. Robinson responds to other religious movements,"Clipping reports Frank B. Robinson's response to other religious movements; the immunity from intrusion, molestation, and taxes religions have in a free country; and collection agencies contacting Psychiana members delinquent on payments.","Pegler, Westbrook",1939-12-06,Psychiana Criticism; Immunity; Payments; Delinquent,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_clip023,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,682
Man Can Talk to God,"Article written from Everyday Psychology and Inspiration by Frank B. Robinson describes the hardships and trials of the first five years after founding Psychiana, including the overwhelming growth and response from the public, the resistance Psychiana has faced by other religions, and the new vision of God the world needs.","Robinson, Frank B.",1935,Psychiana Growth; Psychiana Criticism; Channeling God; Hardship,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_EverydayPsychology_04-1935_page22_23,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,683
Death of Psychiana,"Article about Frank B. Robinson's death and the fate of Psychiana, in the 'Religion' section of Newsweek. Article briefly summarizes the history and growth of Psychiana contrasted with the death of Frank B. Robinson in 1948 and the official announcement from his son and wife that Psychiana will no longer distribute materials via mail due to increase in cost.",,1952-11-24,Robinson's Death; Alfred B. Robinson; Psychiana Growth,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_Newsweek_11-24-1952_page60,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,684
I Talked with God,"Article and photographs from Pic details the origins of Psychiana and accusations that Psychiana is actually a business or corporation rather than a religion. Includes multiple photographs of Frank B. Robinson, his family, projects, colleagues and Psychiana headquarters.",,1941-12-23,Psychiana Origin; Robinson Family; Psychiana Headquarters; Psychiana Criticism,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_Pic_12-23-1941_page15_16_17,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,685
The Man Who Talked With God,"Article from Thrill summarizing the origins of Psychiana, Robinson's beliefs, and focusing on the volume of material Psychiana mails and the large postage bill. Includes multiple photographs of Frank B. Robinson, his family, colleagues, Psychiana headquarters, and a Psychiana lecture.",,1942-05-01,Psychiana Origin; Robinson Family; Mail Order Religion,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_Thrill_05_page18_19,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,686
Letterheads Used by Frank B. Robinson,Pages 1-2 official envelopes used to mail Psychiana correspondence including return address on front and the words 'Quiet Talks With God' on the back; Page 3-7 various official letterheads used by Frank B. Robinson for personal correspondence on behalf of Psychiana,,1952,Mailings; Letterheads,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_Letterheads,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,687
"Psychiana, Inc. article","Article from Tide Magazine discusses the finances of Psychiana including the amount of money spent on mailing materials, the religion's status as a nonprofit, Frank B. Robinson's salary, and where and how much Robinson spends on advertising.",,1942-07-15,Finances; Mail Order Religion; Nonprofit; Advertising,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_Tide_07-15-1942_vol.16-14_page46,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,688
Money-Back Religion,"Article from Time summarizes the origin and life of Psychiana and Frank B. Robinson, focusing initially on the first advertisements Robinson bought and a $40,000 investment from cotton broker Geoffrey Peel Birley, through the controversy surrounding Robinson's citizenship, deportation, and awaiting naturalization.",,1938-01-17,Finances; Citizenship; Deportation,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_TimeMagazine_01-17-1938_vol.31-3_page47_48_49,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,689
The Miracle Man from Moscow,"Article from Western Advertising explains that people are looking for God in this changing time and moves to call Psychiana a success due to 'phenomenal advertising results.' The article elaborates on Robinson's doctrine of receiving blessings here on earth rather than waiting for the afterlife, how he advertises, and includes a print ad used by Robinson.",,1935-04-01,Advertising; Here vs. Hereafter; Psychiana Growth,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_WesternAdvertising_06-1942_page46_85,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,690
"Registration Card for the 'Psychiana' National Convention in Trinity Auditorium, Los Angeles","Registration card informs 'Students' of times, dates, and location of the 'Psychiana' National Convention and asks for their name and physical address as well as a contribution of $1.00 to attend.",,1936-10-01,Advertising; Los Angeles; Fees,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_miscellaneous_clippings_01,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,691
"Business Card for John G. Foster, Niagara Representative of Psychiana","Business card reading 'Write 'Psychiana'' lists the name of Niagara Representative John G. Foster and physical address 5 Water Street, St. Catharine's.",,1936-01-01,John G. Foster; Niagara; Spreading Psychiana,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_miscellaneous_clippings_02,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,692
"Students Monthly Lesson, If Ye Had Faith","Pamphlet of eight pages relaying to students the lesson that they have the power of God within them, the God-Power, and that people today are only using a fraction of the power they have within them. Includes several annotations in blue ink.","Heindel, Max, Mrs.",1932-10-01,God-Power; Lessons; Max Heindel,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_miscellaneous_clippings_03,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,693
"Sanctuary Magazine Volume 1, Number 5","Magazine includes various articles on the nature of faith in everyday life, calls for submission to a story writing contest with cash prizes, excerpts from Frank B. Robinson's book Blood on the Tail of a Pig, poems, and a question and answer column.","Psychiana, Inc.",1941-10-01,Faith; Robinson's Books; Poetry,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_miscellaneous_clippings_04,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,694
The Humanist Pulpit - Did Jesus Rise from the Dead?,"Pamphlet contains an address delivered before First Unitarian Society for distribution. Pamphlet discusses whether Jesus Christ rose from the dead, breaking this argument down into the evidence surrounding the ability for his physical body to have left his grave versus the idea of the resurrection based on faith rather than any concrete evidence. Includes annotations in pencil.","Dietrich, John H.",1928-04-08,Jesus Christ; Religious Debates; Lectures,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_miscellaneous_clippings_05,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,695
The Humanist Pulpit - Did Jesus Really Live,"Pamphlet contains an address delivered before First Unitarian Society for distribution. Pamphlet discusses the controversy surrounding the claim that Jesus of Nazareth, the man who walked the earth as the manifestation of God, never actually existed in history and recounts historical arguments for and against this claim.","Dietrich, John H.",1927-03-27,Jesus Christ; Religious Debates; Lectures,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_miscellaneous_clippings_06,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,696
The Humanist Pulpit - What's Happening to Religion,"Pamphlet contains an address delivered before First Unitarian Society for distribution. Pamphlet discusses history of religion, then many different denominations that split from Catholicism, and how religion has changed through the course of history due to innovations like agriculture and events like World War II. Includes handwritten annotations.","Dietrich, John H.",1931-10-04,Religious Debates; Lectures; World War,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_miscellaneous_clippings_07,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,697
Son of God / Thoughts Have Wings,"Card from Aquarian Ministry in Santa Barbara, California that includes a devotional poem or prayer about individuals having Divinity with themselves and being 'another Christ' along with an inspirational quote on back about sending out thoughts to do good.","Wilcox, Ella Wheeler",1937-01-01,Prayer; Jesus Christ; God-Power; Poetry,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_miscellaneous_clippings_09,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,698
The Christian in God's Keeping,Letter describes crossing the Atlantic Ocean from the United States to Europe and using the ocean current and new climate as a metaphor for the current of God's Love.,"Phillips, Tommy",1937-10-10,Tommy Philips; Letters; God's Love,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_miscellaneous_clippings_08,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,699
The Story of God,"Pamphlet details the life of God and the teachings of God through history, including the Roman Empire and the coming of Jesus Christ, all written in poetry/verse form.","Wurslin, Gustave",1937-01-01,Poetry; Jesus Christ; Creation Stories,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_miscellaneous_clippings_10,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,700
The Lord's Prayer in the Language I Which Christ First Spoke Aramaic,Clipping includes the Lord's Prayer written in Aramaic followed by the pronunciation of the Aramaic followed by the Lord's Prayer in English all in corresponding columns.,,1937-01-01,Lord's Prayer; Translation,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_miscellaneous_clippings_11,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,701
The Story of Man,Pamphlet includes a creation story written as a poem in 23 sections that details man's discovery of God and the lessons and innovations man learns through this discovery. Pamphlet includes author's address and where copies of this poem can be ordered.,"Wurslin, Gustave",1937-01-01,Creation Stories; Poetry,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_miscellaneous_clippings_12,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,702
"Lists of Newspapers, Shopping Papers, Magazines, and Annual Publications regularly used for Dr. Frank B. Robinson's 'Psychiana' Advertising",A compiled and bound list of several publications. Organized by parent company and/or titles that carry copy and advertisements of Psychiana. Divided in sections by type of publication.,,1942-06-18,Advertising; Publication,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_List_of_Publications_Psychiana,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,703
