title,creator,date,description,subjects,location,latitude,longitude,collection,identifier,type,format,language,rights,rightsstatement,object-id
Group Eating on Field,"Barkhuff, William Delbert",189u,Group eating in field.  Horses and wagons in background.  Trees in background.,Women--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Picnics--Washington (State)--Pullman; Men--Washington (State)--Pullman; Horses--Washington (State)--Pullman; Eating &amp; drinking--Washington (State)--Pullman; Carts &amp; wagons--Washington (State)--Pullman,North and Central America--United States--Washington (state),,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n36,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,147
Group Portrait,"Barkhuff, William Delbert",189u,"Man and woman, seated, pose with children dressed formally.Woman holding infant in christening gown.Trees in background.",Women--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Men--Washington (State)--Pullman; Infants--Washington (State)--Pullman; Girls--Washington (State)--Pullman; Children--Washington (State)--Pullman; Boys--Washington (State)--Pullman,North and Central America--United States--Washington (state),,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n37,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,148
Portrait of a Man and a Woman,"Barkhuff, William Delbert",189u,Portrait of man and woman in formal attire.,Women--Washington (State)--Pullman; Men--Washington (State)--Pullman,North and Central America--United States--Washington (state),,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n38,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,149
W.D. Barkhuff,"Barkhuff, William Delbert",189u,Portrait of William Delbert Barkhuff.,"Barkhuff, William Delbert",North and Central America--United States--Washington (state),,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n39,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,150
W.D. Barkhuff 1898,"Barkhuff, William Delbert",1905-03-12,William Delbert Barkhuff with diploma.,"Barkhuff, William Delbert",North and Central America--United States--Washington (state),,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n40,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,151
Boy in Front of Fence,"Barkhuff, William Delbert",189u,Boy posed in front of fence.  Tree and cityscape in background.,Cityscapes--Washington (State)--Pullman; Boys--Washington (State)--Pullman; Trees--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n41,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,152
Graduating class of 1898,"Barkhuff, William Delbert",1905-03-12,Woman sitting on sofa and woman standing to left dressed in white formal attire.  Floor covered with floors.  Drapery in background.,Women--Washington (State)--Pullman; Furniture--Washington (State)--Pullman; Flowers--Washington (State)--Pullman; Drapery--Washington (State)--Pullman; Graduation ceremonies--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n13,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,153
Portrait of Woman,"Barkhuff, William Delbert",1905-03-12,Portrait of woman.,Women--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n43,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,154
Family Portrait,"Barkhuff, William Delbert",189u,Family poses for group portrait.,Families--Washington (State)--Pullman,North and Central America--United States,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n44,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,155
Taylor and O?,"Barkhuff, William Delbert",18uu,Photograph of two portraits.  Top photograph possibly Ara Jackson.  Bottom photograph of family.  Woman holding infant.,"Jackson, Ara; Women--Washington (State)--Pullman; Photographs--Washington (State)--Pullman; Men--Washington (State)--Pullman; Infants--Washington (State)--Pullman; Families--Washington (State)--Pullman",North and Central America--United States,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n45,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,156
Group Portrait,"Barkhuff, William Delbert",189u,Group posing in front of tree.  Woman in center holding a case.  Gate in lower right corner.,Women--Washington (State)--Pullman; Men--Washington (State)--Pullman; Gates--Washington (State)--Pullman,North and Central America--United States--Washington (state),,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n46,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,157
Mr. and Mrs. Dick Kelly in Back of Boat with Son,"Barkhuff, William Delbert",189u,Mr. and Mrs. Dick Kelly in back of boat with son and other passengers. &quot;D.E. Kelly&quot; inscribed on bow of boat.,"Kelly, Dick; Boats--Washington (State)--Pullman; Infants--Washington (State)--Pullman; Men--Washington (State)--Pullman; Women--Washington (State)--Pullman",North and Central America--United States--Washington (state),,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n47,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,158
Ara Jackson,"Barkhuff, William Delbert",189u,Ara Jackson poses in formal wear with flowers on shoulder. Negative damaged in lower right corner.,"Jackson, Ara; Flowers--Washington (State)--Pullman",North and Central America--United States--Washington (state),,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n48,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,159
Jacksons,"Barkhuff, William Delbert",189u,Jackson family poses around hammock.  Ara Jackson seated in hammock on right holding puppy.  Trees in background.,"Jackson, Ara; Families--Washington (State)--Pullman; Dogs--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Hammocks--Washington (State)--Pullman",North and Central America--United States--Washington (state),,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n49,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,160
Two Women,"Barkhuff, William Delbert",189u,Two women standing on portch.  Tree on right.  Woman on right leaning against woman on left.,Porches--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Women--Washington (State)--Pullman,North and Central America--United States--Washington (state),,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n50,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,161
Two Women,"Barkhuff, William Delbert",189u,Two women standing on porch.  Tree in upper right corner.,Women--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Porches--Washington (State)--Pullman,North and Central America--United States--Washington (state),,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n51,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,162
Two Women Inside a House,"Barkhuff, William Delbert",189u,Woman seated at piano.  Ara Jackson standing to right.  Piano covered with photographs and decorations.,"Jackson, Ara; Women--Washington (State)--Pullman; Pianos--Washington (State)--Pullman; Photographs--Washington (State)--Pullman; Decorations--Washington (State)--Pullman",North and Central America--United States--Washington (state),,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n52,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,163
Camp Blauford Shalton,"Barkhuff, William Delbert",189u,Group poses for portrait outside.  Trees in background.  Men on left and right in uniform.  Ara Jackson on left standing.,"Jackson, Ara; Men--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Women--Washington (State)--Pullman; Cadets--Washington (State)--Pullman",North and Central America--United States--Washington (state),,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f07n53,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,164
WAC,"Barkhuff, William Delbert",1905-03-09,View of Washington Agriculture College on hill.  Buildings and houses below.,Washington State University--Washington (State)--Pullman; Houses--Washington (State)--Pullman; Buildings--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f08n01,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,165
WAC Heating Plant Stack,"Barkhuff, William Delbert",1905-03-09,Washington Agriculture College Heating plant stack.,Washington State University--Washington (State)--Pullman; Smokestacks--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f08n02,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,166
Foundry,"Barkhuff, William Delbert",1905-03-13,Men standing around large machinery in foundry.,Foundries--Washington (State)--Pullman; Men--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f08n03,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,167
WAC Buildings,"Barkhuff, William Delbert",1905-03-16,Gymnasium on Washington Agriculture College campus.,Washington State University--Washington (State)--Pullman; Buildings--Washington (State)--Pullman; Gymnasiums--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f08n04,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,168
WAC Buildings,"Barkhuff, William Delbert",1905-03-08,"Administration Building, later Thompson Hall, on Washington Agriculture Campus.",Washington State University--Washington (State)--Pullman; Thompson Hall--Washington (State)--Pullman; Administration Building--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f08n05,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,169
WAC Buildings,"Barkhuff, William Delbert",1905-03-08,"Administration Building, later Thompson Hall, on Washington Agriculture College campus.Stevens Hall on left.",Washington State University--Washington (State)--Pullman; Thompson Hall--Washington (State)--Pullman; Stevens Hall--Washington (State)--Pullman; Administration Building--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f08n06,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,170
WAC Buildings,"Barkhuff, William Delbert",1905-03-13,Room with stuffed animals - Conner Museum.,Washington State University--Washington (State)--Pullman; Taxidermy--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f08n07,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,171
Man Standing Next to Stuffed Deer,"Barkhuff, William Delbert",1905-03-13,Man standing next to stuffed deer - Conner Museum.,Men--Washington (State)--Pullman; Deer--Washington (State)--Pullman; Taxidermy--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f08n08,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,172
Students in foundry WAC,"Barkhuff, William Delbert",1905-03-13,Men working in foundry.,Men--Washington (State)--Pullman; Foundries--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f08n09,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,173
WAC,"Barkhuff, William Delbert",1905-03-17,View of Washington Agriculture College on hill.  Buildings and houses below in foreground.  Smokestack in lower right corner.,Buildings--Washington (State)--Pullman; Houses--Washington (State)--Pullman; Smokestacks--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f08n10,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,174
WAC Scenes and People,"Barkhuff, William Delbert",1905-03-09,View of Washington Agriculture College.  Smokestack in lower left corner.  Stevens Hall and Thompson Hall (Administration Building on left.  Old College Hall and Ferry Hall on right.  Railroad tracks and buildings in foreground.,Smokestacks--Washington (State)--Pullman; Buildings--Washington (State)--Pullman; Washington State University--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f08n11,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,175
WAC Scenes and People,"Barkhuff, William Delbert",1897-11,"View of Washington Agriculture College.  Stevens Hall, Thompson Hall (Administration Building), and Old college hall on left.  Remains of Ferry Hall on right.  Smokestack in lower right corner.  Houses and buildings in foreground.",Washington State University--Washington (State)--Pullman; Houses--Washington (State)--Pullman; Buildings--Washington (State)--Pullman; Smokestacks--Washington (State)--Pullman; Stevens Hall--Washington (State)--Pullman; Thompson Hall--Washington (State)--Pullman; Old College Hall--Washington (State)--Pullman; Ferry Hall--Washington (State)--Pullman; Administration Building--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f08n12,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,176
"Ferry Hall, November 24, 1897","Barkhuff, William Delbert",1897-11-24,Group of men stand in front of ruins of Ferry Hall on Washington Agriculture College campus.,Washington State University--Washington (State)--Pullman; Men--Washington (State)--Pullman; Ferry Hall,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f08n13,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,177
"Ferry Hall, 1897","Barkhuff, William Delbert",1897-11-23,"Ruins of Ferry Hall with group in front.  Photograph from 1899 Chinook, page 132.",Ferry Hall--Washington (State)--Pullman; Buildings--Washington (State)--Pullman; Fires--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f08n14,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,178
Interior of Ferry Hall,"Barkhuff, William Delbert",1897-11,Group of men standing inside remains of Ferry Hall on Washington Agriculture College campus.,Washington State University--Washington (State)--Pullman; Men--Washington (State)--Pullman; Fires--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f08n15,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,179
"Ferry Hall, November 24, 1897","Barkhuff, William Delbert",1897-11-24,Men standing in front of ruins of Ferry Hall on Washington Agriculture College campus.,Ferry Hall; Washington State University--Washington (State)--Pullman; Men--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f08n16,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,180
Town Shot,"Barkhuff, William Delbert",1905-03-09,View of Pullman from Washington Agriculture College.,Cityscapes--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f09n01,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,181
"Old College Hall and Thompson Hall, ca. 1894","Barkhuff, William Delbert",ca. 1894,"A view looking west at the Old wooden College Hall and the Administration Building, now Thompson Hall.View of Pullman in background.",Old College Hall--Washington (State)--Pullman; Thompson Hall--Washington (State)--Pullman; Washington State University--Washington (State)--Pullman; Schools--Washington (State)--Pullman; Buildings--Washington (State)--Pullman; Wooden buildings--Washington (State)--Pullman; Cityscapes--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f09n02,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,182
"On Guy St., Military Hill, Pullman","Barkhuff, William Delbert",1898,Family poses on front steps of house. House covered with trailing plants and surrounded by trees. Walkway running in front of house.,Families--Washington (State)--Pullman; Houses--Washington (State)--Pullman; Plants--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Walkways--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f09n03,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,183
"Barkhuff Barns, 1892","Barkhuff, William Delbert",1905-03-06,Horses and men standing in front of barn.,Barns--Washington (State)--colton; Horses--Washington (State)--Colton; Men--Washington (State)--Colton,North and Central America--United States--Washington (state)--Whitman county--Colton,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f06n04,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,184
Campbells House,"Barkhuff, William Delbert",189u,Two-story house surrounded by bushes and trees.  Two people on porch.,Trees--Washington (State)--Pullman; Houses--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f09n05,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,185
Pullman schools and WAC,"Barkhuff, William Delbert",1905-03-09,View of Pullman.  Washington Agriculture College in upper right corner.  Pullman High School in center.  Wooden sidewalk in lower left corner.,Pullman High School--Washington (State)--Pullman; Wooden sidewalks--Washington (State)--Pullman; Washington State University--Washington (State)--Pullman; Schools--Washington (State)--Pullman; Hills--Washington (State)--Pullman; Cityscapes--Washington (State)--Pullman; Buildings--Washington (State)--Pullman; Houses--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f09n06,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,186
"Marion B. Meyers Harvest Crew, Wawawai, WA","Barkhuff, William Delbert",189u,Harvest crew poses in orchard.  Men on ladders.  Horses and wagon on left.,Orchards--Washington (State)--Wawawai; Men--Washington (State)--Wawawai; Horses--Washington (State)--Wawawai; Carts &amp; wagons--Washington (State)--Pullman; Ladders--Washington (State)--Wawawai,North and Central America--United States--Washington (state)--Whitman county--Wawawai,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f09n07,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,187
Brooks Horses,"Barkhuff, William Delbert",1900,Two horses hooked to buggy.  Buildings in background.,Horses--Washington (State)--Pullman; Carts &amp; wagons--Washington (State)--Pullman; Buildings--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f06n08,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,188
