title,creator,date,description,subjects,publisher,identifier,rights,source,format,type,datedig,language,pub-type,number,object-id
Alfalfa pollinators,"Waters, Norman D., 1922-",1969-05-01,1 sheet; 28 cm.,alfalfa; insect pollination; Alfalfa--Idaho; Pollination by insects--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0106,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),106,27573
Oat varieties for southern Idaho,"Roylance, Howard B.; Wesenberg, Darrell M., 1939-; Hayes, R. M.",1970-02-01,1 sheet; 28 cm.,oats; Oats--Varieties--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0119,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),119,27576
Lights and water traps for alfalfa leafcutter bee incubators,"Waters, Norman D., 1922-",1970-03-01,4 p.; 28 cm.,incubators (equipment); light traps; Megachile rotundata; water traps; Alfalfa leafcutting bee--Idaho--Equipment and supplies; Insect rearing--Idaho--Equipment and supplies,University of Idaho. Agricultural Extension Service,uica_cis0120,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),120,27581
Rear those extra lambs,"Frederiksen, K. R.; Price, Donald A., 1919-; Bell, Thomas D., 1910-",1970-03-01,4 p.: ill.; 28 cm.,lambs; rearing; Lambs--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0121,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),121,27586
Row planting for alfalfa seed production,"Kolar, John Joseph, 1922-; Torell, Paul J.",1970-03-01,4 p.: ill.; 28 cm.,alfalfa; row spacing; seed crop production; Alfalfa--Planting--Idaho; Alfalfa--Spacing--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0122,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),122,27591
Insects of lawn and ornamentals and their control,"Portman, Roland W.",1970-04-01,4 p.; 28 cm.,insect control; lawns and turf; ornamental plants; Turfgrasses--Diseases and pests--Control; Ornamental shrubs--Diseases and pests--Control; Ornamental trees--Diseases and pests--Control,University of Idaho. Agricultural Extension Service,uica_cis0123,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),123,27596
1970 cattle flies and lice controls for Idaho dairymen,"Portman, Roland W.; Cleveland, George W.",1970-04-01,1 sheet :ill.; 28 cm.,Haematobia irritans; Hypoderma lineatum; insect control; louse control; mosquito control; Musca autumnalis; Musca domestica; Stomoxys calcitrans; Tabanidae; Flies--Control--Idaho; Lice--Control--Idaho; Dairy cattle--Parasites--Control--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0125,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),125,27599
Insect control for home garden fruits,"Portman, Roland W.",1970-04-01,4 p.: ill.; 28 cm.,fruits; home gardens; insect control; Fruit--Diseases and pests--Control--Idaho; Insect pests--Control--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0124,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),124,27604
1969 strawberry variety trials,"Boe, Arthur Amos, 1933-",1970-04-01,1 sheet; 28 cm.,strawberries; Strawberries--Varieties--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0126,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),126,27607
"Barley varieties for Idaho: descriptions and comparisons based on obersavations at Aberdeen, Twin Falls, Tetonia and Soda Springs","Roylance, Howard B.",1970-04-01,4 p.: ill.; 28 cm.,barley; Barley--Varieties--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0127,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),127,27612
Nitrogen boosts wheat protein and wheat profits,"McKay, Hugh C.",1970-05-01,1 sheet; 28 cm.,nitrogen fertilizers; profit maximization; protein content; wheat; Nitrogen fertilizers--Idaho; Wheat--Fertilizers--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0129,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),129,27615
Fly control for poultrymen,"Portman, Roland W.; Black, Robert E.",1970-05-01,4 p.; 28 cm.,animal parasites and pests; Diptera; insect control; Flies--Control--Idaho; Poultry--Parasites--Control--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0128,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),128,27620
Zinc fertilizers for beans in southern Idaho,"Brown, John W.; LeBaron, Marshall John, 1920-",1970-05-01,1 sheet :ill.; 28 cm.,beans; zinc fertilizers; Zinc fertilizers--Idaho; Beans--Fertilizers--Idaho,University of Idaho. Agricultual Extension Service,uica_cis0130,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Libra",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),130,27623
How to buy and launder durable press with soil release,"Wood, Mary Lee",1970-09-01,1 sheet; 28 cm.,clothing; Crease-resistant fabrics,University of Idaho. Agricultural Extension Service,uica_cis0132,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),132,27626
Landscape your home grounds,"Horn, Anton S.",1970-08-01,4 p.: ill.; 28 cm.,landscaping; Landscape architecture,University of Idaho. Agricultural Extension Service,uica_cis0131,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),131,27631
Bonded fabrics: pros and cons,"Wood, Mary Lee",1970-09-01,1 sheet; 28 cm.,fabrics; Laminated fabrics,University of Idaho. Agricultural Extension Service,uica_cis0133,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),133,27634
Milk fever in Idaho dairy herds,"Fiez, Edward A.; Sasser, R. Garth; Ross, Richard H., 1916-",1970-09-01,1 sheet; 28 cm.,dairy herds; milk fever; Milk fever in animals--Idaho; Dairy cattle--Diseases--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0134,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),134,27637
Sainfoin: forage and seed production in northern Idaho,"Murray, Glen A., 1939-",1970-10-01,1 sheet; 28 cm.,forage; Onobrychis; seed crop production; Sainfoin--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0137,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),137,27640
"Thumbnail cracks in potatoes: what causes them, how to reduce them","Sparks, Walter C., 1918-",1970-09-01,4 p.: ill.; 28 cm.,plant damage; potatoes; Potatoes--Wounds and injuries,University of Idaho. Agricultural Extension Service,uica_cis0136,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),136,27645
How to sew with knit fabrics,"Wood, Mary Lee",1970-11-01,4 p.: ill.; 28 cm.,sewing; Knit goods; Sewing,University of Idaho. Agricultural Extension Service,uica_cis0138,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),138,27650
Seeding burned-over lands in northern Idaho,"Slinkard, Alfred E., 1931-; Nurmi, E. O.; Schwendiman, John Lee, 1909-",1970-11-01,4 p.: ill.; 28 cm.,land restoration; Reforestation--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0139,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),139,27655
Your Christmans tree,"Burlison, Vernon H.",1970-11-01,4 p.; 28 cm.,Christmas trees; Christmas trees--Idaho; Christmas trees--Varieties--Idaho,University of Idaho. Agricultual Extension Service,uica_cis0141,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Libra",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),141,27660
Textile label language,"Wood, Mary Lee; McLean, Jean",1970-12-01,1 sheet; 28 cm.,fabrics; product labeling; Textile fabrics--Labeling,University of Idaho. Agricultural Extension Service,uica_cis0143,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),143,27663
For the home gardener: ideal storage for bulbs and tubers,"Boe, Arthur Amos, 1933-; Works, D. W.",1970-11-01,4 p.: ill.; 28 cm.,"ornamental bulbs, corms and tubers; storage; Bulbs (Plants)--Storage; Tubers--Storage",University of Idaho. Agricultural Extension Service,uica_cis0142,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),142,27668
Ergot: a loser for grain growers and livestock owners,"Roylance, Howard B.; Hall, Richard F.",1971-02-01,1 sheet :ill.; 28 cm.,ergot; ergotism; fungal diseases of plants; Ergot; Ergotism,University of Idaho. Agricultural Extension Service,uica_cis0145,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),145,27671
Producing maximum yields of irrigated alfalfa hay,"Thiessen, Wayne L.; Roylance, Howard B.",1971-01-01,4 p.; 28 cm.,alfalfa; crop production; crop yield; hay; Alfalfa--Idaho; Alfalfa--Irrigation--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0144,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),144,27676
Perennial ornamental plants: how to tell if they are sick and what to do about it,"Fenwick, Harry S.",1971-03-01,4 p.; 28 cm.,"disease control; ornamental plants; perennials; plant diseases and disorders; Plants, Ornamental--Diseases and pests",University of Idaho. Agricultural Extension Service,uica_cis0146,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),146,27681
Children's shoes,"Wood, Mary Lee; Elsworth, Billie",1971-03-01,4 p.: ill.; 28 cm.,clothing and fashion; Shoes; Children's clothing--Purchasing,University of Idaho. Agricultural Extension Service,uica_cis0147,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),147,27686
The baby pig: managing and feeding for its survival,"Gilbert, Fred",1971-03-01,4 p.: ill.; 28 cm.,piglets; swine feeding; Swine--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0148,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),148,27691
"Be an ""aware"" shopper: draperies and curtains","Shryack, Willma",1971-03-01,4 p.: ill.; 28 cm.,home furnishings; purchasing; Draperies,University of Idaho. Agricultural Extension Service,uica_cis0149,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),149,27696
Sugar beets: the effects of micronutrients on yield and quality in southwestern Idaho,"Painter, Charles G.",1971-03-01,1 sheet; 28 cm.,crop yield; plant micronutrients; sugar beet; Sugar beet--Idaho--Nutrition,University of Idaho. Agricultural Extension Service,uica_cis0151,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),151,27699
Yard and garden weed control,"Higgins, Robert E.; Peterson, Doran",1971-03-01,4 p.: ill.; 28 cm.,home gardens; lawns and turf; weed control; Weeds--Control; Lawns--Weed control,University of Idaho. Agricultual Extension Service,uica_cis0150,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Libra",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),150,27704
Potato seedpiece size: key to maximizing yield and profit,"Vogt, Glenn E.; Jacobs, John A., 1939-; Ohms, Richard Earl, 1927-",1971-04-01,4 p.: ill.; 28 cm.,crop yield; potatoes; profit maximization; seeds; Seed potatoes--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0152,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),152,27709
Cercospora leaf spot of sugar beets,"Fenwick, Harry S., 1922-",1971-04-01,1 sheet :ill.; 28 cm.,Cercospora beticola; sugar beet; Cercospora beticola; Sugar beet--Diseases and pests--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0154,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),154,27712
Tomato variety trials for northern Idaho,"Boe, Arthur Amos, 1933-; Benson, James A.",1971-04-01,4 p.: ill.; 28 cm.,tomatoes; Tomatoes--Varieties--Idaho; Tomatoes--Idaho--Field experiments,University of Idaho. Agricultural Extension Service,uica_cis0153,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),153,27717
Painting room walls,"Shryack, Willma",1971-05-01,1 sheet :ill.; 28 cm.,home improvement; paints; House painting,University of Idaho. Agricultural Extension Service,uica_cis0155,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),155,27720
Cereals: the 3-C's of perennial weed control:  chemicals-cultivation-crop rotation,"Higgins, Robert E.",1971-05-01,4 p.; 28 cm.,small cereal grains; weed control; Grain--Weed control--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0156,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),156,27725
Nitrogen fertilizer requirements of irrigated wheat in Idaho,"McKay, Hugh C.; Painter, Charles G.",1971-05-01,4 p.; 28 cm.,irrigated farming; irrigation requirement; nitrogen fertilizers; wheat; Nitrogen fertilizers--Idaho; Wheat--Fertilizers--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0157,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),157,27730
Row cultivated crops: the 3-C's of perennial weed control:  chemicals-cultivation-crop rotation,"Higgins, Robert E.",1971-05-01,4 p.; 28 cm.,crop rotation; herbicides; perennial weeds; weed control; Weeds--Control--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0159,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),159,27735
Forage crops: the 3-C's of perennial weed control:  chemicals-cultivation-crop rotation,"Higgins, Robert E.",1971-05-01,4 p.; 28 cm.,forage crops; perennial weeds; weed control; Forage plants--Weed control--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0160,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),160,27740
Phosphates and detergents in water pollution,Idaho Agricultural Extension Service,1971-05-01,4 p.; 28 cm.,"detergents; phosphates; water pollution; Detergent pollution of rivers, lakes, etc.; Phosphates",University of Idaho. Agricultural Extension Service,uica_cis0161,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),161,27745
Soil sampling,"Parks, Frank P.",1971-05-01,4 p.: ill.; 28 cm.,soil sampling; Soils--Sampling,University of Idaho. Agricultural Extension Service,uica_cis0162,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),162,27750
1971 cattle flies and lice controls for Idaho dairymen,"Portman, Roland W.; Cleveland, George W.",1971-05-01,1 sheet :ill.; 28 cm.,Haematobia irritans; Hypoderma lineatum; insect control; louse control; mosquito control; Musca autumnalis; Musca domestica; Stomoxys calcitrans; Tabanidae; Lice--Control--Idaho; Flies--Control--Idaho; Dairy cattle--Parasites--Control--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0164,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),164,27753
Insect enemies of the alfalfa leafcutter bee and their control,"Waters, Norman D., 1922-",1971-05-01,4 p.: ill.; 28 cm.,insect control; Megachile rotundata; Alfalfa leafcutting bee; Insect pests--Control,University of Idaho. Agricultural Extension Service,uica_cis0163,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),163,27758
