title,creator,description,date,Date Approximate,subjects,source,publisher,book-relationship,identifier-original,format-original,format,type,rights,language,location,geonames,latitude,longitude,link,object-id
"Potlatch Forests Incorporated, Rutledge Unit",Western Ways Incorporated,"Aerial view of PFI's (Potlatch Forests Incorporated) Rutledge Unit yard, Coeur d'Alene, Idaho. Credit to Western Ways Incorporated. Roof of largest building reads: """"Coeur D'Alene"""". Side of connected building reads: """"Safety everywhere all the time"""". Courtesy of the Rutledge Unit.",6/30/66,,lumberyard (stores); log (wood); sawmills; lakes (bodies of water); expressways; railroad (infrastructure); aerial photographs; aerial views;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,WPKOMW p. 66,69_2_B-90,black and white print,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Coeur d'Alene, Kootenai County, Idaho, United States",http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/139,139
Fort Coeur d'Alene Sawmill,,Army sawmill at Fort Coeur d'Alene (Later Fort Sherman). Credit to the Quartermaster General photo number 92-F-63-19 in the National Archives.,1/1/10,yes,sawmills; log (wood);,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,WPKOMW p. 13,69_2_B-91,black and white print,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"North Idaho College, Kootenai County, Idaho, United States",http://www.geonames.org/5602541/north-idaho-college.html,47.6875,-116.796,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/140,140
St. Joe Lumber Company Sawmill,,"St. Joe Lumber Company plant, Harrison, Idaho. Courtesy Bert Russell.",1903-01-01,Yes,sawmills; lakes (bodies of water); railroad (infrastructure); freight cars; boxcars;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,WPKOMW p. 81,69_2_B-92,black and white print,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Harrison, Kootenai County, Idaho, United States",http://www.geonames.org/5595198/harrison.html,47.4544,-116.784,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/141,141
Whip Sawing at Lake Bennett,E.A. Hagg,Whipsaw mill in action in wintertime. Credit to the Idaho Historical Society,1890-01-01,Yes,snow; winter; log (wood); pit saws; blue collar workers; lumbermen;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,WPKOMW p. 10,69_2_B-93,black and white print,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Bennett Bay, Kootenai County, Idaho, United States",http://www.geonames.org/5585311/bennett-bay.html,47.6417,-116.7194,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/142,142
Frank J. Davies.,,"Frank J. Davies, Secretary and First Manager of Edward Rutledge Timber Company at Coeur d'Alene. Courtesy of Potlatch Forests Incorporated.",1890-01-01,yes,portraits; managers;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,WPKOMW p. 138. Also print,69_2_B-94,black and white film copy negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Coeur d'Alene, Kootenai County, Idaho, United States",http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/143,143
Richard E. (Dick) Ferrell.,,"Reverend """"Dick"""" Richard E. Ferrell. Lumberjack missionary of the Coeur d'Alenes. Dick was also formerly a blacksmith and prize fighter. Courtesy of Mrs. Richard E. Ferrell.",1/1/35,yes,portraits; missionaries; lumbermen; pastors;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,WPKOMW p. 140. Also print,69_2_B-95,black and white film negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Coeur d'Alene, Kootenai County, Idaho, United States",http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/144,144
Bunker Hill Sawmill,,Bunker Hill sawmill 1900 (from Bunker hill Company publication).,1/1/10,yes,sawmills; clippings (information artifacts);,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-69,black and white print,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Bunker Hill Tailings Number Two Dam, Shoshone County, Idaho United States",http://www.geonames.org/5587349/bunker-hill-tailings-number-two-dam.html,47.537,-116.1372,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/145,145
Fred Herrick,,"Fred Herrick 1854-1953. Owner of the Coeur d'Alene Mill Company (and the Red Collar Steamship Company) in Coeur d'Alene, Idaho, the Export Lumber Company in Harrison, Idaho, and the Milwaukee and St. Maries Lumber Companies in St. Maries, Idaho. Courtesy of his daughter Mrs. Helen Herrick Malsed Seattle, Washington.",1/1/10,Yes,proprietors; portraits;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,WPKOMW p. 143.,69_2_B-96,black and white print,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Coeur d'Alene, Kootenai County, Idaho, United States",http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/146,146
George Frederick Jewett Sr.,,"George Frederick (Fritz) Jewett Sr. President of Potlatch Forests Incorporated. Courtesy of Potlatch Forests, Incorporated.",1/1/40,Yes,portraits; directors (administrators);,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,WPKOMW p. 147. Also print,69_2_B-97,black and white film copy negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Kootenai County, Idaho, United States",http://www.geonames.org/5597922/kootenai-county.html,47.6746,-116.7,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/147,147
Walter S. Rosenberry,,"Walter S. Rosenberry at his desk at the Winton Lumber Company of Coeur d'Alene in Gibbs, Idaho. He is the manager of Rose Lake Lumber Company, Winton-Rosenberry Lumber Company at St. Joe, and Winton Lumber Company at Gibbs. Courtesy of Robert (Bob) and Ralph Rosenberry.",1/1/35,Yes,portraits; offices (work spaces); directors (administrators); proprietors;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,WPKOMW p. 153. Also print,69_2_B-100,black and white film copy negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Gibbs, Kootenai County, Idaho, United States",http://www.geonames.org/5594007/gibbs.html,47.69,-116.8025,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/150,150
Tugboat Towing Logs,,"Brails of logs being towed on Coeur d'Alene River near Dudley, Idaho. Taken in August.",1/1/55,,tugboats; rivers; log (wood);,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-115,black and white print,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Dudley, Kootenai County, Idaho, United States",http://www.geonames.org/5591668/dudley.html,47.5419,-116.4234,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/165,165
Tugboat Towing Logs,,"Tugboat towing brails of logs on St. Joe River, St. Maries, Idaho. Taken in Spring. Note log driver walking on logs.",1/1/39,,tugboats; rivers; log (wood);,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-116,black and white film negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Saint Maries, Benewah County, Idaho, United States",http://www.geonames.org/5606232/saint-maries.html,47.3144,-116.5624,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/166,166
Winton Lumber Company Flume,,"Rearing"""" a flume, Falls Creek. Feeder flume under construction on left. Credit Dick Reed.",1/1/25,yes,log (wood); flumes; blue collar workers;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-132,black and white print,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Falls Creek, Shoshone County, Idaho, United States",http://www.geonames.org/5592790/falls-creek.html,47.7461,-116.0209,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/183,183
Winton Lumber Company Flume,,Water flowing and logs being separated in the Falls Creek flume. Feeder flume under construction on left. Credit Dick Reed.,1/1/25,yes,log (wood); flumes; blue collar workers;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-133,black and white print,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Falls Creek, Shoshone County, Idaho, United States",http://www.geonames.org/5592790/falls-creek.html,47.7461,-116.0209,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/184,184
Tugboat Towing Logs,Neil Fullerton,Tugboat pulling logs from St. Maries River into St. Joe River.,6/6/42,,tugboats; rivers; log (wood); houseboats;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-8,black and white negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Saint Maries River, Benewah County, Idaho, United States",http://www.geonames.org/5606239/saint-maries-river.html,47.3165,-116.5556,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/191,191
Whip Sawing at Lake Bennett,E.A. Hagg,Whipsaw mill in action in wintertime. Credit to the Idaho Historical Society,1890-01-01,Yes,snow; winter; log (wood); pit saws; blue collar workers; lumbermen;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,WPKOMW p. 10,69_2_B-93,black and white print,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Bennett Bay, Kootenai County, Idaho, United States",http://www.geonames.org/5585311/bennett-bay.html,47.6417,-116.7194,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/215,215
A.C. Morbeck.,,"A.C. Morbeck, Owner, manager, and secretary of several lumber manufacturing plants in the Coeur d'Alenes. His career lasted from 1902-1940. Courtesy of his son Donald (Don) Morbeck, Coeur d'Alene, Idaho.",1/1/30,Yes,portraits; proprietors; directors (administrators);,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,WPKOMW p. 149. Also print,69_2_B-98,black and white film copy negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Coeur d'Alene, Kootenai County, Idaho, United States",http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/221,221
Frederick Post,,Frederick Post the namesake of Post Falls and owner of a chain of sawmills in the area.,1900-01-01,Yes,portraits; proprietors; pioneers;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,WPKOMW p. 151,69_2_B-99,black and white print,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Post Falls, Kootenai County, Idaho, United States",http://www.geonames.org/5604353/post-falls.html,47.7181,-116.9509,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/222,222
Walter S. Rosenberry,,"Walter S. Rosenberry at his desk at the Winton Lumber Company of Coeur d'Alene in Gibbs, Idaho. He is the manager of Rose Lake Lumber Company, Winton-Rosenberry Lumber Company at St. Joe, and Winton Lumber Company at Gibbs. Courtesy of Robert (Bob) and Ralph Rosenberry.",1/1/35,Yes,portraits; offices (work spaces); directors (administrators); proprietors;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,WPKOMW p. 153. Also print,69_2_B-100,black and white film copy negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Gibbs, Kootenai County, Idaho, United States",http://www.geonames.org/5594007/gibbs.html,47.69,-116.8025,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/223,223
Sawmill Proprietors and Friends,,"The men are left to right: Emery Wilson, W alter B. Russell, Richard """"Dick"""" Ferrell, R.W. Edminster, Jim Evenden, Howard Drake, and A.B. Lafferty. Taken in April.",1/1/55,,group portraits; directors (administrators); proprietors; lumbermen; missionaries; pastors;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,WPKOMW p. 155.,69_2_B-101,black and white print,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Kootenai County, Idaho, United States",http://www.geonames.org/5597922/kootenai-county.html,47.6746,-116.7,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/225,225
Huntington Taylor,,"Huntington Taylor, builder and manager of the Edward Rutledge Timber Company, Coeur d'Alene, Idaho, from 1916-1925. Courtesy of Potlatch Forests, Incorporated.",1/1/26,yes,portraits; directors (administrators);,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-102,black and white film copy negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Coeur d'Alene, Kootenai County, Idaho, United States",http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/226,226
C. Lee Billings,,"C. Lee Billings, general manager of Potlatch Forests, Incorporated (from newspaper). He also previously worked for the Forest Service and the Edward Rutledge Timber Company. Courtesy of Potlatch Forests, Incorporated.",1/1/40,Yes,portraits; directors (administrators); clippings (information artifacts);,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-103,black and white film copy negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Kootenai County, Idaho, United States",http://www.geonames.org/5597922/kootenai-county.html,47.6746,-116.7,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/227,227
Edward Rutledge,,"Edward Rutledge, Minnesota,  namesake and founder of the Edward Rutledge Timber Company Coeur d'Alene, Idaho. Courtesy of Potlatch Forest, Incorporated.",1900-01-01,Yes,portraits; founders (originators);,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-104,black and white film copy negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Coeur d'Alene, Kootenai County, Idaho, United States",http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/228,228
Perl Bailey,,"Arthur Perl Bailey (from Match Tips, August 1963 Article by Ed Rosenlund).",1/1/63,,portraits; clippings (information artifacts);,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-105,black and white print,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Kootenai County, Idaho, United States",http://www.geonames.org/5597922/kootenai-county.html,47.6746,-116.7,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/229,229
Marking Hammer,Clarence C. Strong,Dave Dollar Logging Company log branding hammer. Dave Dollar logging Company logged the Marble Creek and Coeur d'Alene river from 1910-1925.,1/1/68,Yes,log (wood); brands (tools); hammers (tools);,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,WPKOMW p. 120,69_2_B-106,black and white print,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Kootenai County, Idaho, United States",http://www.geonames.org/5597922/kootenai-county.html,47.6746,-116.7,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/230,230
James D. Miller,,"James D. Miller, 1869-1946, Miller Shingle Mill operator of St. Maries, and 2 grandsons (potentially James and Jerry Miller). Courtesy of Glen Miller, St. Maries, Idaho.",1/1/20,Yes,group portraits; children;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-107,black and white print,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Kootenai County, Idaho, United States",http://www.geonames.org/5597922/kootenai-county.html,47.6746,-116.7,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/231,231
Herman Laumeister Shingle Mill,,"Herman Laumeister Shingle Mill, Harrison, Idaho. Courtesy of Mrs. Frank K. Hildebrand, Harrison, Idaho.",1/1/13,yes,sawmills; railroad (infrastructure); utility poles;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-109,black and white film copy negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Harrison, Kootenai County, Idaho, United States",http://www.geonames.org/5595198/harrison.html,47.4542,-116.7856,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/232,232
Day Crew,,"Day crew at Stine Lumber & Shingle Company, St. Maries, Idaho. Manufactured only shingles. James (Jim) D. Miller, owner and manager, bareheaded in the back row. [same unintelligible word] operated many years. Courtesy of Glen Miller, his son.",1/1/15,Yes,group portraits; directors (administrators); proprietors; lumbermen; blue collar workers; shingle;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,WPKOMW p. 102.Also print,69_2_B-110,black and white film copy negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Saint Maries, Benewah County, Idaho, United States",http://www.geonames.org/5606232/saint-maries.html,47.3144,-116.5624,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/233,233
Sam Avery,,"Sam Avery, old time shingle mill operator at Harrison, Idaho from the 1890's-1915. Courtesy of his grandson Sam Avery Kingston, Idaho.",1900-01-01,Yes,portraits; proprietors; directors (administrators);,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,WPKOMW p. 98. Also print,69_2_B-111,black and white film copy negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Harrison, Kootenai County, Idaho, United States",http://www.geonames.org/5595198/harrison.html,47.4542,-116.7856,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/234,234
Stine Lumber and Shingle Company Sawmill,,"Stine Lumber & Shingle Company, St. Maries, Idaho. Side of boxcars reads: """" Chicago, Milwaukee, and St. Paul"""". Courtesy of Glen Miller, St. Maries, Idaho.",1/1/14,Yes,sawmills; railroad (infrastructure); freight cars; boxcars;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-108,black and white film copy negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Saint Maries, Benewah County, Idaho, United States",http://www.geonames.org/5606232/saint-maries.html,47.3144,-116.5624,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/236,236
Herman Laumeister,,"Herman Laumeister, on of the principal shingle and lumber mill operators (shingle mills at Harrison and Coeur d'Alene and a sawmill near Murray, Idaho during the period 1893-1930. Courtesy of his daughter Mrs. Frank Hildebrand Harrison, Idaho.",1/1/15,Yes,portraits; proprietors; directors (administrators);,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,WPKOMW p. 101. Also print,69_2_B-112,black and white film copy negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Harrison, Kootenai County, Idaho, United States",http://www.geonames.org/5595198/harrison.html,47.4542,-116.7856,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/237,237
"Tugboat """"Hercules""""",Neil Fullerton,"Tugboat """"Hercules"""" towing logs down the St. Maries River under the new bridge, St. Maries, Idaho.",6/6/42,,tugboats; rivers; log (wood); bridges (built works); houseboats;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-113,black and white print,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Saint Maries River, Benewah County, Idaho, United States",http://www.geonames.org/5606239/saint-maries-river.html,47.3169,-116.5548,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/238,238
Tugboat Towing Logs,,"Brails of logs being towed on Coeur d'Alene River near Dudley, Idaho. Taken in August.",1/1/55,,tugboats; rivers; log (wood);,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-115,black and white print,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Dudley, Kootenai County, Idaho, United States",http://www.geonames.org/5591668/dudley.html,47.5419,-116.4234,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/239,239
"Tugboat """"Coeur d'Alene""""",,"Tugboat """"Coeur d'Alene"""" towing brails of logs on St. Joe River towards Coeur d'Alene Lake. Above St. Maries, Idaho.",5/8/41,,tugboats; rivers; log (wood);,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-117,black and white film negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Cottonwood Point, Benewah County, Idaho, United States",http://www.geonames.org/5589775/cottonwood-point.html,47.3317,-116.6177,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/241,241
Log Jam,,"Log jam near drawbridge, St. Maries, Idaho.",4/18/38,,log (wood); rivers;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-118,black and white film negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Saint Maries River, Benewah County, Idaho, United States",http://www.geonames.org/5606239/saint-maries-river.html,47.3168,-116.5548,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/242,242
Landing in St. Joe River,Neil Fullerton,Unloading logs into St. Joe River at the Snooks Logging Camp.,8/24/38,,log (wood); rivers;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-119,black and white film negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Canyon Creek, Shoshone County, Idaho, United States",http://www.geonames.org/5587997/canyon-creek.html,47.2424,-116.0233,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/243,243
Deck of Logs,,Large pile of logs.,,,log (wood);,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-120,black and white film copy negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Kootenai County, Idaho, United States",http://www.geonames.org/5597922/kootenai-county.html,47.6746,-116.7,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/244,244
Beaver Creek Flume,A.B. Curtis,"Beaver Creek flume of Potlatch Forests, Incorporated.",,,flumes; log (wood);,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,WPKOMW p. 119. Also print,69_2_B-121,black and white film copy negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Beaver Creek, Benewah County, Idaho, United States",http://www.geonames.org/5585095/beaver-creek.html,47.1804,-116.4611,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/245,245
Tugboat Towing Logs,,"Tugboat towing brails of logs on St. Joe River, St. Maries, Idaho. Taken in Spring. Note log driver walking on logs.",1/1/39,,tugboats; rivers; log (wood);,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-116,black and white film negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Saint Maries, Benewah County, Idaho, United States",http://www.geonames.org/5606232/saint-maries.html,47.3144,-116.5624,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/247,247
Crane Loading Logs,,"Crane loading Potlatch Forests, Incorporated logs from Stony Creek onto truck at the Merry Creek Landing, Clarkia, Idaho.",7/18/41,,log (wood); trucks; railroad (infrastructure); flatcars; freight cars; cranes (equipment);,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-122,black and white print,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Merry Creek, Shoshone County, Idaho, United States",http://www.geonames.org/5600704/merry-creek.html,47.0115,-116.2527,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/248,248
Scaling Logs,,"Potlatch Forests, Incorporated logs being scaled before being loaded onto a truck. The scaler (man on left) is Ralph Todd. Merry Creek Landing, Clarkia, Idaho.",7/18/41,,log (wood); blue collar workers; trucks; log rules;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-123,black and white film negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Merry Creek, Shoshone County, Idaho, United States",http://www.geonames.org/5600704/merry-creek.html,47.0115,-116.2527,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/249,249
Flatcar and Truck Loaded with Logs,,"Potlatch Forests, Incorporated logs from Stony Creek, Merry Creek Landing, Clarkia, Idaho.",7/18/41,,log (wood); railroad (infrastructure); flatcars; freight cars; trucks; cranes (equipment);,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-124,black and white film negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Merry Creek, Shoshone County, Idaho, United States",http://www.geonames.org/5600704/merry-creek.html,47.0115,-116.2527,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/250,250
Flatcars Loaded with Logs,,"Log train loaded with yellow pine, St. Maries, Idaho. Building in background reads: """"George O'Dwyer feed"""" Mr. O'Dwyer was the founder of a feed, grain, and building material business in St. Maries, Idaho.",6/7/42,,"log (wood); yellow pine (wood, general); flatcars; freight cars; railroad (infrastructure);","PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-126,black and white film negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Saint Maries, Benewah County, Idaho, United States",http://www.geonames.org/5606232/saint-maries.html,47.3144,-116.5624,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/251,251
Sleigh Loaded with Logs,,"Sleigh loaded with logs, stacked logs in background.",,,log (wood); snow; winter; blue collar workers;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-128,black and white film negative,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Kootenai County, Idaho, United States",http://www.geonames.org/5597922/kootenai-county.html,47.6746,-116.7,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/252,252
Pack String,,Winton Lumber Company Pack string owned by Kirtley and Stone. Falls Creek. Credit Dick Reed. Heading to either camp #2 or #3.,1/1/28,,mules (mammals); hay;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-129,black and white print,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Falls Creek, Shoshone County, Idaho, United States",http://www.geonames.org/5592790/falls-creek.html,47.7461,-116.0209,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/253,253
Falls Creek Chute Landing and Flume,,"Winton Lumber Company Falls Creek chute landing (chute left of log deck, out of picture). Peavy man tailing logs into flume. Credit Dick Reed.",1/1/25,yes,log (wood); flumes; blue collar workers; peavies;,"PG 6069 MG 69, White Pine: King of Many Waters Collection",Mountain Press Publishing Company,,69_2_I-130,black and white print,image/jpg,Image;StillImage,"Digital image, University of Idaho Library, 2015.",,"Falls Creek, Shoshone County, Idaho, United States",http://www.geonames.org/5592790/falls-creek.html,47.7461,-116.0209,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/254,254
