title,description,creator,date,subject,source,orig-id,rights,type,format,object-d
Group touring a patio,Group of people touring the patio of a building.,"Iddings, John Edward",1927,,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 100","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,411
Two men pose with two sheep,"Two men stand showing two sheep. one man is seen leaning over to assess the sheep only partially in frame, while the other braces the sheep that is fully in frame.","Iddings, John Edward",1927,Sheep; Livestock;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 101","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,412
Three men and two goats,Two men hold two goats for a picture while a third man watches from behind a stone fence.,"Iddings, John Edward",1927,Goats;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 102","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,413
Cabbage farm,Men are gathered in the fields of a cabbage farm.,"Iddings, John Edward",1927,Cabbage;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 103","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,414
Wheat field,A field of wheat or other crop growing in an unknown location.,"Iddings, John Edward",1927,Grasslands;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 104","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,415
People gathering for a formal portrait,Group of people posing for a portrait in front of a building observed by children and passersby.,"Iddings, John Edward",1927,,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 105","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,416
House in unknown location,The backside of a house in an unknown location with a body of water in the foreground of the photograph.,"Iddings, John Edward",1927,Dwellings;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 106","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,417
Two houses in the distance,Two houses stand on a sand bar in the distance.,"Iddings, John Edward",1927,Dwellings;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 107","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,418
Thatched roof building,Three men in front of a thatched-roof building.,"Iddings, John Edward",1927,,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 108","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,419
Carriage pulled by a horse [03],"A light two-wheeled carriage pulled by a horse, with driver, among cars in an open field.","Iddings, John Edward",1927,Horses;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 109","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,420
Rambouillet ewes,Rambouillet sheep showing.,"Iddings, John Edward",1927,Sheep; Livestock;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 110","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,421
Sheep showing,An unidentified individual participating in a sheep showing event.,"Iddings, John Edward",1927,Sheep; Livestock;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 111","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,422
Men observing a cow,"Men observing a dairy cow, likely for purchasing consideration.","Iddings, John Edward",1927,Cows; Livestock;; cattle,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 112","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,423
Cattle showing [01],Showing cattle at an exhibition at the University of Idaho.,"Iddings, John Edward",1927,Cows; Livestock;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 113","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,424
Men judging a cow,Men judging a cow during an exhibition.,"Iddings, John Edward",1927,Cows; Livestock;; cattle,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 114","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,425
Scottish Highland Cattle,"Scottish Highland Cattle, or Kyloe, ready to be shown.","Iddings, John Edward",1927,,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 115","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,426
Bull,A bull at the University of Idaho Agricultural Department.,"Iddings, John Edward",1927,Livestock;; cattle,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 116","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,427
Street scene in front of a hotel,A street scene in front of a hotel in an unknown location.,"Iddings, John Edward",1927,,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 090","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,428
Man holding bridle of a horse,An unidentified man holding the bridle of a draft horse.,"Iddings, John Edward",1927,Horses;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 091","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,429
Cattle showing [02],Showing cattle at an exhibition at the University of Idaho. The breeder can be seen sitting on a stick while the judge assess the steer.,"Iddings, John Edward",1927,Cows; Livestock;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 121","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,430
Thatched roof huts,Thatched-roof huts along the shore of a canal.,"Iddings, John Edward",1927,Dwellings;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 122","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,431
Water storage,Building probably related to the provision of water.,"Iddings, John Edward",1927,,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 123","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,432
Plants in numbered containers,Plants in numbered containers to be transplanted,"Iddings, John Edward",1927,,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 124","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,433
Two wheeled cart,A heavily loaded two-wheeled carriage pulled by an in-line team of four horses.,"Iddings, John Edward",1927,Horses;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 117","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,434
Man and a cow outside a barn,A man and a young cow outside a barn in an unknown location.,"Iddings, John Edward",1927,Cows; Livestock;; cattle,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 125","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,435
Gathering for a group portrait,A group of people gather for a portrait in front of a building in an unknown location.,"Iddings, John Edward",1927,,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 126","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,436
Train coming out of a tunnel,A train coming out of a tunnel with an open carriage pulled by horse in the foreground.,"Iddings, John Edward",1927,"passenger trains; Horses;; transport, transportation","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 127","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,437
Four wheeled carts,Four-wheeled carts and two men wait in front of a building.,"Iddings, John Edward",1927,"transport, transportation","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 128","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,438
Men loading a boat,Men [in Dutch costume?] loading a boat in a canal with houses and clothing hanging on line drying.,"Iddings, John Edward",1927,Dwellings;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 129","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,439
Sheep in a corral [03],Men examining sheep in corral,"Iddings, John Edward",1927,Sheep; Livestock;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 130","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,440
Windmill,A wooden windmill in an unknown location.,"Iddings, John Edward",1927,Windmills;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 131","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,441
Crop field beds,Agriculture test crops beds in an unidentified location.,"Iddings, John Edward",1927,irrigation,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 132","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,442
Men judging a grey horse,"Men judging a grey horse, likely for breeding purposes.","Iddings, John Edward",1927,Horses;; horse show,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 133","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,443
Cattle outside a barn,Cattle graze outside of a barn on an unidentified property.,"Iddings, John Edward",1927,Cows; Livestock;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 118","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,444
Cattle and people,Men stand and observe dairy cows in a field.,"Iddings, John Edward",1927,Cows; Livestock;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 134","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,445
Cow in a pasture,A young cow grazes in a pasture in an unknown location.,"Iddings, John Edward",1927,Cows; Livestock;; cattle,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 135","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,446
Cattle showing [04],Participants walking beasts to showing grounds at an exhibition at the University of Idaho.,"Iddings, John Edward",1927,,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 136","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,447
Street scene in unknown location,Street scene in an unknown location. rail tracks can be seen in the street with people walking away from the photographer.,"Iddings, John Edward",1927,children,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 137","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,448
Two men show a bull,Two men stand showing a bull.,"Iddings, John Edward",1927,Livestock;; cattle,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 138","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,449
Cattle showing [05],Participants are lined up and ready for a cattle showing at the University of Idaho.,"Iddings, John Edward",1927,Cows; Livestock;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 139","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,450
People looking at sheep,People looking at a flock of sheep outside a building in an unknown location.,"Iddings, John Edward",1927,Sheep; Livestock;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 140","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,451
Ship at sea,A large ocean liner at sea.,"Iddings, John Edward",1927,Cruise ships;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 141","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,452
Four wheeled carriages,Four-wheeled carriages pulled by teams of horses with drivers and passengers.,"Iddings, John Edward",1927,Horses;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 142","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,453
Facade of a building [04],Facade of a building in an unknown location.,"Iddings, John Edward",1927,,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 143","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,454
Harvesting a crop,Harvesting a crop using gas-powered machines.,"Iddings, John Edward",1927,"machines, chimney","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 144","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,455
Low wheeled chair with dog,A low wheeled chair with driver and a harnessed dog on the side.,"Iddings, John Edward",1927,"transport, transportation","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 119","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,456
Long building with garden,"A long building at left and a man standing in a garden, at right.","Iddings, John Edward",1927,,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 120","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,457
Crop field near channel,Crop field with windmill and irrigation canal.,"Iddings, John Edward",1927,Windmills;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 150","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,458
Costume parade [01],People in a costume parade on an unidentified street.,"Iddings, John Edward",1927,wooden shoes,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 151","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,459
