title,creator,date,aprox,description,subjects,location,region,latitude,longitude,orig-id,source,format,type,link,object-id
William Bryan Scrafford and family,"Barnard Studio (Wallace, Idaho)",1944,yes,Portrait of William Bryan Scrafford and family,people,,,47.472402,-115.923807,PG 8-23859,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",6x8 black and white negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/753,753
Portrait of Mr. and Mrs. Robert Graham Scrafford.,"Barnard Studio (Wallace, Idaho)",1944,yes,Portrait of Mr. and Mrs. Robert Graham Scrafford. Robert and Daphne Scrafford.,people,,,47.472412,-115.923827,PG 8-23858,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",6x8 black and white negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/754,754
Sylvia Thayer,"Barnard Studio (Wallace, Idaho)",1917,yes,Portrait of Sylvia Thayer,people,,,47.472492,-115.923897,PG 8-P209,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",6x8 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/755,755
Mrs. Alice Hauge,"Barnard Studio (Wallace, Idaho)",1917,yes,"Portrait of Mrs. Alice Hauge, wife of Andrew Hauge.",people,,,47.472482,-115.923887,PG 8-P1343,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",6x8 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/756,756
"Wallace (Idaho), 1904","Barnard Studio (Wallace, Idaho)",1904,yes,Distant view of Wallace with Custer Peak in the background.,townsdwellingstelephone poles,United States--Idaho--Shoshone County--Wallace,Wallace,47.648001,-115.940011,PG 8-X685b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/757,757
Miss Thelma Mercedes Hauge - girl,"Barnard Studio (Wallace, Idaho)",1909,yes,"Portrait of Mrs. Thelma Mercedes Hauge, born in Wallace, Idaho in 1900. Went by &quot;&quot;Mercedes&quot;&quot; all her life.",people,,,47.472472,-115.923877,PG 8-P1344,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",6x8 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/758,758
Miss A. Hauge - girl,"Barnard Studio (Wallace, Idaho)",1908,yes,"Portrait of Mrs. Agnes Gurifae Hauge, born in 1896. Age at time of photo = ~12 or 13.",people,United States--Idaho--Shoshone County--Wallace,Wallace,47.472462,-115.923867,PG 8-P1345,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",6x8 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/759,759
"Andrew A. Hauge and wife, Alice Hauge.","Barnard Studio (Wallace, Idaho)",1909,yes,"Portrait of Andrew A. Hauge and wife, Alice Hauge.",people,,,47.472452,-115.923857,PG 8-P1348,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",6x8 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/760,760
E. W. Scrafford,"Barnard Studio (Wallace, Idaho)",1929,yes,Portrait of E. W. Scrafford,people,,,47.472432,-115.923837,PG 8-17304,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",6x8 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/761,761
"Bunker Hill and Sullivan Smelter, Smelterville (Idaho), 1925","Barnard Studio (Wallace, Idaho)",5/18/1925,,"Image shows the Bunker Hill and Sullivan smelter near Smelterville and Bradley, Idaho on May 18, 1925.",mines (extracting complexes)smelters (metalworking plants),United States--Idaho--Shoshone County--Smelterville,Kellogg West,47.541244,-116.163077,PG 8-X737b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/762,762
"Bunker Hill and Sullivan Smelter, Smelterville (Idaho), 1925","Barnard Studio (Wallace, Idaho)",5/18/1925,,"Image shows the Bunker Hill and Sullivan smelter near Smelterville and Bradley, Idaho on May 18, 1925.",mines (extracting complexes)smelters (metalworking plants),United States--Idaho--Shoshone County--Smelterville,Kellogg West,47.541222,-116.163066,PG 8-X737a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/763,763
"Wallace (Idaho), 1904","Barnard Studio (Wallace, Idaho)",1904,yes,Distant view of Wallace with Custer Peak in the background.,townsdwellingstelephone polesrailroad cars,United States--Idaho--Shoshone County--Wallace,Wallace,47.648011,-115.940022,PG 8-X686,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/764,764
"Kellogg (Idaho), Shoshone Country Club House, 1925","Barnard Studio (Wallace, Idaho)",5/18/1925,,"Image shows children playing on a playground in the yard of the Shoshone County Clubhouse in Kellogg, Idaho on May 18, 1925.",clubhousescars (automobiles)playground equipmentchildren (people by age group),United States--Idaho--Shoshone County--Kellogg,Kellogg East,,,PG 8-X738,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/765,765
"Wallace (Idaho), C.W. Beale house, 1925","Barnard Studio (Wallace, Idaho)",1925,yes,"Image shows man sitting on the porch of C.W. Beale&apos;s house in Wallace, Idaho, 1925.",dwellings,United States--Idaho--Shoshone County--Wallace,Wallace,47.472425,-115.931337,PG 8-X741a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/766,766
"Wallace (Idaho), C.W. Beale house, 1925","Barnard Studio (Wallace, Idaho)",1925,yes,"Image shows two women and two men standing on the porch of the C.W. Beale house in Wallace, Idaho, 1925.",dwellingsgroups of people,United States--Idaho--Shoshone County--Wallace,Wallace,47.472435,-115.931347,PG 8-X741b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/767,767
"Wallace (Idaho), C.W. Beale house, 1925","Barnard Studio (Wallace, Idaho)",1925,yes,"Image shows two women and two men standing in the yard of the C.W. Beale house in Wallace, Idaho, 1925.",dwellingsgroups of people,United States--Idaho--Shoshone County--Wallace,Wallace,47.472445,-115.931357,PG 8-X741c,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/768,768
"Wallace (Idaho), St. Alphonsus Catholic Church, 1925","Barnard Studio (Wallace, Idaho)",7/13/1925,,"Image is of the St. Alphonsus Catholic Church in Wallace, Idaho, July 13, 1925.",churches (buildings),United States--Idaho--Shoshone County--Wallace,Wallace,47.473119,-115.929795,PG 8-X742,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/769,769
"Wallace (Idaho) Wallace Fire Department, 1907","Barnard Studio (Wallace, Idaho)",1907,yes,"Image shows the Wallace Fire Department on Cedar Street, at the end of 7th Street, in 1907.",fire stationshorse-drawn vehiclesbuildings (structures),United States--Idaho--Shoshone County--Wallace,Wallace,47.472021,-115.922316,PG 8-X687a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/770,770
"Osborn (Idaho), Bear cubs, 1925","Barnard Studio (Wallace, Idaho)",7/1/1925,yes,Two bear cubs hang on top of a tree. The image is taken by Gross for Barnard Studios.,wild animals,United States--Idaho--Shoshone County--Osburn,Osburn,47.505183,-116.007598,PG 8-X743,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/771,771
"Wallace (Idaho), Wallace Garage, 1925","Barnard Studio (Wallace, Idaho)",12/1/1925,yes,"Image shows a wrecked car and other vehicles in the Wallace Garage, Wallace, Idaho, December 1925.",garagescars (automobiles)damage,United States--Idaho--Shoshone County--Wallace,Wallace,,,PG 8-X744a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/772,772
"Wallace (Idaho), Wallace Garage, 1925","Barnard Studio (Wallace, Idaho)",12/1/1925,yes,"Image shows a wrecked car in the Wallace Garage, Wallace, Idaho, December 1925.",garagescars (automobiles)damage,United States--Idaho--Shoshone County--Wallace,Wallace,,,PG 8-X744b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/773,773
"Wallace (Idaho), Wallace Garage, 1925","Barnard Studio (Wallace, Idaho)",12/1/1925,yes,"Image shows a wrecked car in the Wallace Garage, Wallace, Idaho, December 1925.",garagescars (automobiles)damage,United States--Idaho--Shoshone County--Wallace,Wallace,,,PG 8-X744c,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/774,774
"Wallace (Idaho), Art Whaley car, 1925","Barnard Studio (Wallace, Idaho)",3/2/1925,yes,"Image shows Art Whaley&apos;s car raised on a jack, Wallace, Idaho, March 1925.",cars (automobiles),United States--Idaho--Shoshone County--Wallace,Wallace,,,PG 8-X745a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/775,775
"Wallace (Idaho), Elk&apos;s Temple, 1925","Barnard Studio (Wallace, Idaho)",6/1/1925,yes,"Image shows Elk&apos;s Temple in Wallace, Idaho, June 1925.",fraternal lodgesbuildings (structures),United States--Idaho--Shoshone County--Wallace,Wallace,47.472539,-115.926678,PG 8-X746a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/776,776
"Wallace (Idaho) Wallace Fire Department, 1907","Barnard Studio (Wallace, Idaho)",1907,yes,"Image shows the Wallace Fire Department on Cedar Street, at the end of 7th Street, in 1907.",fire stationshorse-drawn vehiclesbuildings (structures),United States--Idaho--Shoshone County--Wallace,Wallace,47.472041,-115.922326,PG 8-X687b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/777,777
"Wallace (Idaho), Elk&apos;s Temple, 1925","Barnard Studio (Wallace, Idaho)",6/1/1925,yes,"Image shows Elk&apos;s Temple in Wallace, Idaho, June 1925.",fraternal lodgesbuildings (structures),United States--Idaho--Shoshone County--Wallace,Wallace,47.472549,-115.926685,PG 8-X746b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/778,778
"Wallace (Idaho), Holy Trinity Episcopal Church, 1925","Barnard Studio (Wallace, Idaho)",1925,yes,"Interior view of the alter in Holy Trinity Episcopal Church, Wallace, Idaho, 1925.",churchessanctuaries (religious building spaces),United States--Idaho--Shoshone County--Wallace,Wallace,47.473122,-115.926941,PG 8-X747a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/779,779
"Wallace (Idaho), Holy Trinity Episcopal Church, 1925","Barnard Studio (Wallace, Idaho)",6/1/1925,yes,"Interior view of the alter and pews in Holy Trinity Episcopal Church, Wallace, Idaho, 1925.",churchessanctuaries (religious building spaces),United States--Idaho--Shoshone County--Wallace,Wallace,47.473132,-115.926951,PG 8-X747b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/780,780
"Gold Hunter Mills, Mullan (Idaho), 1925","Barnard Studio (Wallace, Idaho)",5/10/1925,,"Distant view of the Gold Hunter Mill in Mullan, Idaho, May 10, 1925.",mills (buildings),United States--Idaho--Shoshone County--Mullan,Mullan,47.471033,-115.783044,PG 8-X750,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/781,781
"Hecla Mill, Gem (Idaho), 1925","Barnard Studio (Wallace, Idaho)",11/19/1925,,"Image shows Hecla Mill in Gem, Idaho, November 19, 1925.",mills (buildings),United States--Idaho--Shoshone County--Gem,Burke,47.508011,-115.866666,PG 8-X751a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/782,782
"Wallace (Idaho) Wallace Fire Department, 1907","Barnard Studio (Wallace, Idaho)",1907,yes,"Image shows the Wallace Fire Department on Cedar Street, at the end of 7th Street, in 1907.",fire stationshorse-drawn vehiclesbuildings (structures),United States--Idaho--Shoshone County--Wallace,Wallace,47.472031,-115.922326,PG 8-X687c,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/783,783
"Hecla Mill, Gem (Idaho), 1925","Barnard Studio (Wallace, Idaho)",11/19/1925,,"Image shows creek that runs through Hecla Mill in Gem, Idaho, November 19, 1925.",mills (buildings),United States--Idaho--Shoshone County--Gem,Burke,47.508044,-115.866686,PG 8-X751b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/784,784
"Hecla Mine, Burke (Idaho), 1925","Barnard Studio (Wallace, Idaho)",4/3/1925,,"Image is a distant view of Hecla Mine in Burke, Idaho, April 3, 1925.",mines (buildings),United States--Idaho--Shoshone County--Burke,Burke,47.508033,-115.866677,PG 8-X752a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/785,785
"Hecla Mine, Burke (Idaho), 1925","Barnard Studio (Wallace, Idaho)",4/3/1925,,"Image is a distant view of Hecla Mine in Burke, Idaho, April 3, 1925.",mines (buildings),United States--Idaho--Shoshone County--Burke,Burke,47.508022,-115.866655,PG 8-X752b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/786,786
"Wallace (Idaho), Howarth Hall, 1925","Barnard Studio (Wallace, Idaho)",11/1/1925,yes,"Interior view of Howarth Hall set up for a dinner and dance. A band can be seen on stage. Image taken in Wallace, Idaho, November 1925.",assembly hallsbands (ensembles),United States--Idaho--Shoshone County--Wallace,Wallace,47.472552,-115.924628,PG 8-X753,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/787,787
"Wallace (Idaho), Lee property, 1925","Barnard Studio (Wallace, Idaho)",4/20/1925,,"Image shows a portion of railroad track and rock around a broken flume on the Lee property in Wallace, Idaho, April 20, 1925.",flumesbuildings (structures)rail fences,United States--Idaho--Shoshone County--Wallace,Wallace,,,PG 8-X756a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/788,788
"Wallace (Idaho), Coeur d&apos;Alene Hardware and Foundry Co., Drawing","Barnard Studio (Wallace, Idaho)",1919,yes,Image is a photograph taken of a conceptual drawing of a 150 Horse Power Hoist for the Coeur d&apos;Alene Hardware and Foundry Company.,conceptual drawings,United States--Idaho--Shoshone County--Wallace,Wallace,47.471199,-115.923188,PG 8-X688a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/789,789
"Wallace (Idaho), C.E. Inskip house, 1925","Barnard Studio (Wallace, Idaho)",5/1/1925,yes,"Image shows a boy and dog sitting on the porch of C.E. Inskip&apos;s house in Wallace, Idaho, May 1925; photo is taken by Gross for Barnard&apos;s Studio.",dwellings,United States--Idaho--Shoshone County--Wallace,Wallace,,,PG 8-X754,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/790,790
"Wallace (Idaho), Lee property, 1925","Barnard Studio (Wallace, Idaho)",4/20/1925,,"Image shows a railroad track, wood fence and open yard of the Lee property in Wallace, Idaho, April 20, 1925.",buildings (structures)rail fences,United States--Idaho--Shoshone County--Wallace,Wallace,,,PG 8-X756b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/791,791
"Wallace (Idaho), Lee property, 1925","Barnard Studio (Wallace, Idaho)",4/20/1925,,"Image shows railroad track and the broken flume on the Lee property in Wallace, Idaho, April 20, 1925.",flumesbuildings (structures)rail fences,United States--Idaho--Shoshone County--Wallace,Wallace,,,PG 8-X756c,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/792,792
"Wallace (Idaho), Coeur d&apos;Alene Hardware and Foundry Co., Drawing","Barnard Studio (Wallace, Idaho)",1919,yes,Image is a photograph taken of a conceptual drawing of a 150 Horse Power Hoist for the Coeur d&apos;Alene Hardware and Foundry Company.,conceptual drawings,United States--Idaho--Shoshone County--Wallace,Wallace,47.471189,-115.923177,PG 8-X688b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/793,793
"Wallace (Idaho), Lee property, 1925","Barnard Studio (Wallace, Idaho)",4/20/1925,,"Image shows railroad track and the broken flume on the Lee property in Wallace, Idaho, April 20, 1925.",flumesbuildings (structures)rail fences,United States--Idaho--Shoshone County--Wallace,Wallace,,,PG 8-X756d,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/794,794
"Wallace (Idaho), Lee property, 1925","Barnard Studio (Wallace, Idaho)",4/20/1925,,"Image shows two men standing in front of a house on the Lee property in Wallace, Idaho, April 20, 1925.",buildings (structures)rail fencesrailroads,United States--Idaho--Shoshone County--Wallace,Wallace,,,PG 8-X756e,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/795,795
"Burke (Idaho), Fire, 1923","Barnard Studio (Wallace, Idaho)",7/13/1923,,"Images shows smoke rising from the smoldering ground in Burke after the fire July 13, 1923 which destroyed Hecla Mine.",firestownssmokegroups of people,United States--Idaho--Shoshone County--Burke,Burke,47.520693,-115.815893,PG 8-X689a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/796,796
"Bunker Hill and Sullivan Mine, Wardner (Idaho), 1925","Barnard Studio (Wallace, Idaho)",1925,yes,"Image shows Bunker Hill and Sullivan Mine in the beginning stages of it being built on the hillside, Wardner, Idaho, 1925.",mines (extracting complexes)mountains,United States--Idaho--Shoshone County--Wardner,Kellogg,47.519001,-116.159001,PG 8-X757,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/797,797
"Morrow Retail Stores, Mullan (Idaho), 1925","Barnard Studio (Wallace, Idaho)",1925,yes,"Exterior view of the Morrow Retail Store in Mullan, Idaho, 1925.",retail stores,United States--Idaho--Shoshone--Mullan,Mullan,47.469715,-115.793184,PG 8-X758a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/798,798
"Morrow Retail Stores (Idaho), 1925","Barnard Studio (Wallace, Idaho)",1925,yes,"Exterior view of the Morrow Retail Store in an unknown location, Idaho, 1925.",retail stores,United States--Idaho--Shoshone County,,47.472432,-115.925461,PG 8-X758b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/799,799
"Morrow Retail Stores, Wallace (Idaho), 1925","Barnard Studio (Wallace, Idaho)",1925,yes,"Exterior view of the Morrow Retail Store in Wallace, Idaho, 1925.",retail stores,United States--Idaho--Shoshone County--Wallace,Wallace,47.472248,-115.925154,PG 8-X758d,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/800,800
"Morrow Retail Stores, Mullan (Idaho), 1925","Barnard Studio (Wallace, Idaho)",1925,yes,"Exterior view of the Morrow Retail Store in Mullan, Idaho, 1925.",retail stores,United States--Idaho--Shoshone--Mullan,Mullan,47.469725,-115.793194,PG 8-X758c,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/801,801
"Burke (Idaho), Fire, 1923","Barnard Studio (Wallace, Idaho)",7/13/1923,,"Images shows smoke rising from the smoldering ground in Burke after the fire July 13, 1923 which destroyed Hecla Mine.",firestownssmokegroups of people,United States--Idaho--Shoshone County--Burke,Burke,47.520683,-115.815823,PG 8-X689b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/802,802
"Morrow Retail Stores, Wallace (Idaho), 1925","Barnard Studio (Wallace, Idaho)",1925,yes,"Exterior view of the Morrow Retail Store and Burke Post office in Burke, Idaho, 1925.",retail stores,United States--Idaho--Shoshone County--Wallace,Wallace,47.472258,-115.925144,PG 8-X758e,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/803,803
"Morrow Retail Stores, Burke (Idaho), 1925","Barnard Studio (Wallace, Idaho)",1925,yes,"Exterior view of the Morrow Retail Store in Wallace, Idaho, 1925.",retail stores,United States--Idaho--Shoshone County--Burke,Burke,47.471099,-115.923889,PG 8-X758f,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/804,804
"Morrow Retail Stores, Wallace (Idaho), 1925","Barnard Studio (Wallace, Idaho)",1925,yes,"Exterior view of Crowley&apos;s Grocery, a Cash and Carry, a part of the Morrow Retail Stores in an unknown location, Idaho, 1925.",retail stores,United States--Idaho--Shoshone County--Wallace,Wallace,47.472248,-115.925134,PG 8-X758g,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/805,805
"Morrow Retail Stores, (Idaho), 1925","Barnard Studio (Wallace, Idaho)",1925,yes,"Exterior view of Crowley&apos;s Grocery, a Cash and Carry, a part of the Morrow Retail Stores located on Bank Street in Wallace, Idaho, 1925.",retail stores,United States--Idaho--Shoshone County,,47.472443,-115.925446,PG 8-X758h,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/806,806
