title,creator,description,date,subjects,origin,destination,location,source,format,type,rights,language,object-id
"Letter from F.W. Bradley to Crocker, April 23, 1899","Bradley, F.W.",Bradley discusses travel plans due to Miner's Union; handwritten.,1899-04-23,travel; labor unions,United States--Idaho--Owyhee County--De Lamar,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,223
"Letter from Frederick Burbidge to F.W. Bradley, December 31, 1899 [01]","Burbidge, Frederick",Burbidge informs Bradley of possible troubles with Mr. Rust and the Tacoma Smelter regarding the moisture content of the ore they have been shipping,1899-12-31,ore grade; prices; smelting,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,224
"Unsigned, undated list deciphering a code",,The code in MG 367-86-87 is deciphered; handwritten,1901,codes,United States--California--San Francisco County--San Francisco,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,225
"Letter from Frederick Burbidge to F.W. Bradley, December 31, 1899 [02]","Burbidge, Frederick",Weekly Letter:  reports recapping the weekly progress at the mine and mill,1899-12-31,reports; mining; tunnels,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,226
"Letter from Frederick Burbidge to Alex. Granger, December 28, 1899","Burbidge, Frederick",Burbidge informs Granger of a possible change in the method of payment from the East Helena Smelter; handwritten,1899-12-28,ore; pay; smelting,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,227
"Letter from Frederick Burbidge to F.W. Bradley, December 17, 1899","Burbidge, Frederick",Weekly Letter:  reports recapping the weekly progress at the mine and mill,1899-12-17,reports; mining; tunnels; machinery,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,228
"Letter from Frederick Burbidge to F.W. Bradley, December 16, 1899","Burbidge, Frederick","Burbidge informs Bradley of the dissatisfaction of a Mr. Linney regarding his pay as a miner and of an agreement Linney made about a bond; 2 pages, handwritten",1899-12-16,hiring; pay; detectives,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,229
"Letter from J. R. McBride to F. Burbidge, June 27, 1899","McBride, J.R.","Water rights, land use, and mining laws are discussed.",1899-06-27,land use; water rights,United States--Idaho--Shoshone County--Kellogg,,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,230
"Telegram from Fred Burbidge to Alex. Granger, April 23, 1899","Burbidge, Frederick",Telegram written in code.,1899-04-23,codes,United States--Idaho--Shoshone County--Wardner,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,231
"Telegram from F.W. Bradley to Alexander Granger, April 28, 1899","Bradley, F.W.",Telegram written in code pertaining to possible travel plans.,1899-04-28,codes; travel,United States--Washington--Pierce County--Tacoma,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,233
"Telegram from F.W. Bradley to Alex. Granger, April 27, 1899","Bradley, F.W.",Telegram written in code regarding possible labor troubles and travel.,1899-04-27,codes; travel; labor unions,United States--Washington--King County--Seattle,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,234
"Letter from F.W. Bradley to Alexander Granger, April 28, 1899","Bradley, F.W.",Bradley informs Granger on payment of dividend; handwritten.,1899-04-28,accounting; pay; checks,United States--Idaho--Shoshone County--Kellogg,,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,235
"Letter from F.W. Bradley to Alexander Granger, April 30, 1899","Bradley, F.W.",Bradley informs Granger on payment of dividend.,1899-04-30,accounting; pay,United States--Washington--Spokane County--Spokane,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,236
"Telegram from F.W. Bradley to Alexander Granger, April 30, 1899","Bradley, F.W.",Bradley informs Granger on payment of dividend.,1899-04-30,accounting; pay,United States--Washington--Spokane County--Spokane,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,237
"Telegram from F.W. Bradley to Alexander Granger, May 01, 1899 [01]","Bradley, F.W.",Bradley requests blueprints and maps; handwritten.,1899-05-01,blueprints; maps,United States--Washington--Spokane County--Spokane,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,238
"Telegram from F.W. Bradley to Alexander Granger, May 01, 1899 [02]","Bradley, F.W.",Bradley informs Granger to notify insurance companies; handwritten.,1899-05-01,insurance; property damage,United States--Washington--Spokane County--Spokane,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,239
"Letter from Frederick Burbidge to F.W. Bradley, July 02, 1899 [03]","Burbidge, Frederick",Burbidge updates Bradley of a potential new claim in Owaha; handwritten.,1899-07-02,mining claims,United States--Idaho--Shoshone County--Wardner,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,240
"Telegram from C.W. Simmons to Alex Granger, May 01, 1899","Simmons, C. W.",Simmons requests copies of payroll and checks; handwritten.,1899-05-01,payrolls; checks,United States--Idaho--Shoshone County--Wardner,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,241
"Letter from Fred Burbidge to Alex Granger, May 06, 1899","Burbidge, Frederick","Burbidge requests copies of multiple items; handwritten, 2 pages, not clear.",1899-05-06,correspondence; reports; accounting;,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,242
"Letter from Frederick Burbidge to Alex Granger, May 07, 1899","Burbidge, Frederick","Burbidge informs Granger to search for documents, and update mailing address; handwritten.",1899-05-07,travel; maps; blueprints,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,243
"Telegram from C.W. Simmons to Alex Granger, May 09, 1899","Simmons, C. W.",Simmons inquires about invoices and checks.,1899-05-09,invoices; checks,United States--Idaho--Shoshone County--Wardner,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,244
"Letter from C.W. Simmons to Alex Granger, May 14, 1899 [02]","Simmons, C. W.",Simmons informs Granger of pay roll and checks; handwritten.,1899-05-14,payrolls; checks,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,245
"Telegram from Frederick Burbidge to Alex Granger, May 2, 1899","Burbidge, Frederick","Telegram written in code, possibly about lawsuit.",1899-05-02,codes; legal disputes,United States--Washington--Spokane County--Spokane,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,246
"Letter from C.W. Simmons to Alex Granger, May 14, 1899 [01]","Simmons, C. W.",Simmons requests info about checks; handwritten.,1899-05-14,payrolls; checks,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,247
"Letter from Frederick Burbidge to Alex Granger, May 14, 1899","Burbidge, Frederick",Burbidge requests fire insurance coverage.,1899-05-14,insurance,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,248
"Letter from Frederick Burbidge to Alex Granger, May 15, 1899 [02]","Burbidge, Frederick",Burbidge informs of a telegram he just sent.,1899-05-15,reports,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,249
"Telegram from Frederick Burbidge to Alexander Granger, May 15, 1899","Burbidge, Frederick",Burbidge requests copies of weekly reports.,1899-05-15,reports,United States--Idaho--Shoshone County--Wardner,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,250
"Letter from Frederick Burbidge to F.W. Bradley, July 03, 1899","Burbidge, Frederick",Burbidge explains possibilities and complications regarding expansion of a current mine; 2 pages.,1899-07-03,mining law,United States--Idaho--Shoshone County--Wardner,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,251
"Letter from Frederick Burbidge to Alex Granger, May 15, 1899 [01]","Burbidge, Frederick",Burbidge explains procedure for outstanding drafts.,1899-05-15,accounting; pay,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,252
"Telegram from Frederick Burbidge to Alex Granger, May 16, 1899","Burbidge, Frederick",Telegram written in code.,1899-05-16,codes; pay,United States--Idaho--Shoshone County--Wardner,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,253
"Letter from Frederick Burbidge to Alex Granger, May 17, 1899","Burbidge, Frederick",Burbidge requests purchase of a safe; handwritten.,1899-05-17,safes,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,254
"Letter from Frederick Burbidge to Alex Granger, May 18, 1899","Burbidge, Frederick","Burbidge explains what will be included in the fire insurance claim, note of enclosure of code terms; handwritten.",1899-05-18,insurance; property damage; dynamite,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,255
"Letter from F.W. Bradley to Granger, May 19, 1899","Bradley, F.W.",Bradley requests that Granger acknowledge receipt of proxies; handwritten.,1899-05-19,proxies,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,256
"Telegram from Frederick Burbidge to Alex Granger, May 19, 1899","Burbidge, Frederick",Telegram written in code.,1899-05-19,codes; checks,United States--Idaho--Shoshone County--Wardner,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,257
"Telegram from F.W. Bradley to Alexander Granger, May 03, 1899","Bradley, F.W.",Bradley informs Granger of his current address.,1899-05-03,travel,United States--Idaho--Shoshone County--Wardner,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,258
"Letter from F.W. Bradley to Alex Granger, May 20, 1899","Bradley, F.W.",Bradley requests that Granger file all items.,1899-05-20,filing,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,259
"Letter from Frederick Burbidge to Alex Granger, May 20, 1899 [01]","Burbidge, Frederick",Burbidge enclosed a bill against Globe S. & R. Co.,1899-05-20,invoices,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,260
"Letter from Frederick Burbidge to Alex Granger, May 20, 1899 [02]","Burbidge, Frederick",Burbidge requests Granger to inquire into a refund for travel for Mr. E.P. Kennedy.,1899-05-20,travel,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,261
"Telegram from Frederick Burbidge to F.W. Bradley, July 03, 1899","Burbidge, Frederick",An apparent code referred to in MG367-85-008.,1899-07-03,ciphers,United States--Idaho--Shoshone County--Wardner,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,262
"Telegram from F.W. Bradley to Alexander Granger, May 04, 1899","Bradley, F.W.",Bradley requests blueprints and maps.,1899-05-04,maps; blueprints,United States--Idaho--Shoshone County--Wardner,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,263
"Letter from Frederick Burbidge to Alex Granger, May 22, 1899 [02]","Burbidge, Frederick","Burbidge enclosed an invoice against American S. & R. Co., Globe Plant.",1899-05-22,invoices; freight,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,264
"Invoice against American Smg. & Refg. Co, May 22, 1899",A. S. & R. Co.,Invoice regarding adjustment of freight and treatment charges.,1899-05-22,invoices; freight,United States--Idaho--Shoshone County--Kellogg,United States--Colorado--Denver County--Denver,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,265
"Letter from Frederick Burbidge to Alex Granger, May 22, 1899 [01]","Burbidge, Frederick",Burbidge requests a copy of the insurance policy.,1899-05-22,insurance; damages,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,266
"Telegram from F.W. Bradley to Alex Granger, May 23, 1899","Bradley, F.W.","Telegram written in code, referred to in MG367-84-058.",1899-05-23,codes,United States--Washington--Spokane County--Spokane,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,267
"Letter from Frederick Burbidge to Alex Granger, May 21, 1899","Burbidge, Frederick",Burbidge is confirming that Alex Granger received two telegrams today.,1899-05-21,codes,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,268
"Letter from F.W. Bradley to Alex Granger, May 23, 1899","Bradley, F.W.","Bradley informs Granger that the Governor requests a Pinkerton Detective; handwritten, refers to telegram MG367-84-057.",1899-05-23,detectives,United States--Washington--Spokane County--Spokane,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,269
"Telegram from Frederick Burbidge to Alex Granger, May 24, 1899","Burbidge, Frederick","Telegram written in code, referred to in MG367-84-060.",1899-05-24,codes; miners,United States--Idaho--Shoshone County--Wardner,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,270
"Letter from Frederick Burbidge to Alex Granger, May 24, 1899","Burbidge, Frederick","Burbidge explains telegram MG 367-84-059 requesting a Pinkerton detective, and that there is work available; handwritten.",1899-05-24,detectives; miners; labor disputes,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,271
"Letter from Frederick Burbidge to Alex Granger, May 27, 1899","Burbidge, Frederick",Burbidge requests Granger to purchase a safe; handwritten.,1899-05-27,safes,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,272
"Letter from F.W. Bradley to Alexander Granger, July 08, 1899","Bradley, F.W.",Bradley informs Granger of his travel plans; handwritten.,1899-07-08,business travel,United States--California--Tuolomne County--Jamestown,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,273
